
TABLE,VEDA_TBL_CP_ZONE_202608230854.csv
"FAB_NAME","PART6","LOTID","TEST_TYPE","WAFERNO","Y_COORD","STR_3C","STR_4C","STR_8P","STR_9S","STR_5W","STR_9W","TIMESTAMP","STR_5S"
FAB12,TMUW83,P9XP47.00,CP3,3,53,"                      03030303030303020202020202020202020202020202020202010101010101010101010101010101010101010101010101010202020202020202020202020202020202020303030303030303030303                ","                      04040404030303030303030303030202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202030303030303030303030404040404040404                ","                      06060606060606060606060606050505050505050505050505050505050505050505050505050404040404040404040404040404040404040404040404040303030303030303030303030303030303                ","                      03030303030303070707070707070707070707070707070707010101010101010101010101010101010101010101010101010606060606060606060606060606060606060505050505050505050505                ","                      00000000000000000000000000000000000000000000000202020202020202020202020202020202020202020202020202020202000000000000000000000000000000000000000000000000000000                ","                      07070707070707070707070707070707070707070707070707070707070702020202020202020202020202020206060606060606060606060606060606060606060606060606060606060606060606                ",2026-05-08 16:11:32.000,"                      03030303030303030303030303020202020202020202020202010101010101010101010101010101010101010101010101010202020202020202020202020505050505050505050505050505050505                "
FAB12,TMUW83,P9XP47.00,CP3,3,52,"                    030303030303030202020202020202020202020202020201010101010101010101010101010101010101010101010101010101010101020202020202020202020202020202020303030303030303030303              ","                    040404040303030303030303030302020202020202020202020202020202020202010101010101010101010102020202020202020202020202020202020202030303030303030303030404040404040404              ","                    060606060606060606060606060606050505050505050505050505050505050505050505050505040404040404040404040404040404040404040404040403030303030303030303030303030303030303              ","                    030303030303030707070707070707070707070707070701010101010101010101010101010101010101010101010101010101010101060606060606060606060606060606060505050505050505050505              ","                    000000000000000000000000000000000000000000000000000202020202020202020202020202020202020202020202020202020000000000000000000000000000000000000000000000000000000000              ","                    070707070707070707070707070707070707070707070707070707070707070702020202020202020202020202060606060606060606060606060606060606060606060606060606060606060606050505              ",2026-05-08 16:11:32.000,"                    030303030303030303030303030303020202020202020201010101010101010101010101010101010101010101010101010101010101020202020202020205050505050505050505050505050505050505              "
FAB12,TMUW83,P9XP47.00,CP3,3,51,"            030303  03030303030302020202020202020202020202020201010101010101010101010101010101010101010101010101010101010101010101010202020202020202020202020202020303030303030303030303            ","            040404  04040403030303030303030302020202020202020202020202020202020101010101010101010101010101010101010102020202020202020202020202020202020303030303030303030404040404040404            ","            060606  06060606060606060606060606060606050505050505050505050505050505050505050505050504040404040404040404040404040404040404040404030303030303030303030303030303030303030303            ","            030303  03030303030307070707070707070707070707070701010101010101010101010101010101010101010101010101010101010101010101010606060606060606060606060606060505050505050505050505            ","            000000  00000000000000000000000000000000000000000000000000000202020202020202020202020202020202020202020202020200000000000000000000000000000000000000000000000000000000000000            ","            030303  03070707070707070707070707070707070707070707070707070707070707070202020202020202020202020206060606060606060606060606060606060606060606060606060606060606050505050505            ",2026-05-08 16:11:32.000,"            030303  03030303030303030303030303030303020202020201010101010101010101010101010101010101010101010101010101010101010101010202020202050505050505050505050505050505050505050505            "
FAB12,TMUW83,P9XP47.00,CP3,3,50,"          03030303  03030303030202020202020202020202020202020101010101010101010101010101010101010101010101010101010101010101010101010102020202020202020202020202020203030303030303030303            ","          04040404  04040303030303030303030202020202020202020202020202020101010101010101010101010101010101010101010101010102020202020202020202020202020203030303030303030304040404040404            ","          06060606  06060606060606060606060606060606060605050505050505050505050505050505050505050504040404040404040404040404040404040404040303030303030303030303030303030303030303030303            ","          03030303  03030303030707070707070707070707070707070101010101010101010101010101010101010101010101010101010101010101010101010106060606060606060606060606060605050505050505050505            ","          00000000  00000000000000000000000000000000000000000000000000000002020202020202020202020202020202020202020202020000000000000000000000000000000000000000000000000000000000000000            ","          03030303  03030307070707070707070707070707070707070707070707070707070707070202020202020202020202020206060606060606060606060606060606060606060606060606060606060505050505050505            ",2026-05-08 16:11:32.000,"          03030303  03030303030303030303030303030303030302020101010101010101010101010101010101010101010101010101010101010101010101010102020505050505050505050505050505050505050505050505            "
FAB12,TMUW83,P9XP47.00,CP3,3,49,"          03030303030303030302020202020202020202020202020101010101010101010101010101010101010101010101010101010101010101010101010101010101020202020202020202020202020203030303030303030303          ","          04040404040403030303030303030302020202020202020202020202020101010101010101010101010101010101010101010101010101010101020202020202020202020202020203030303030303030304040404040404          ","          06060606060606060606060606060606060606060606060605050505050505050505050505050505050505050404040404040404040404040404040404040403030303030303030303030303030303030303030303030303          ","          03030303030303030307070707070707070707070707070101010101010101010101010101010101010101010101010101010101010101010101010101010101060606060606060606060606060605050505050505050505          ","          00000000000000000000000000000000000000000000000000000000000000000000020202020202020202020202020202020202020000000000000000000000000000000000000000000000000000000000000000000000          ","          03030303030303030303030707070707070707070707070707070707070707070707070707070201010101010101010102060606060606060606060606060606060606060606060606060606050505050505050505050505          ",2026-05-08 16:11:32.000,"          03030303030303030303030303030303030303030303030101010101010101010101010101010101010101010101010101010101010101010101010101010101050505050505050505050505050505050505050505050505          "
FAB12,TMUW83,P9XP47.00,CP3,3,48,"        030303030303030303020202020202020202020202020201010101010101010101010101010101010101010101010101010101010101010101010101010101010101020202020202020202020202020203030303030303030303        ","        040404040404030303030303030303020202020202020202020202020101010101010101010101010101010101010101010101010101010101010101010202020202020202020202020203030303030303030304040404040404        ","        060606060606060606060606060606060606060606060606060606050505050505050505050505050505050505040404040404040404040404040404040403030303030303030303030303030303030303030303030303030303        ","        030303030303030303070707070707070707070707070701010101010101010101010101010101010101010101010101010101010101010101010101010101010101060606060606060606060606060605050505050505050505        ","        000000000000000000000000000000000000000000000000000000000000000000000000000202020202020202020202020202020000000000000000000000000000000000000000000000000000000000000000000000000000        ","        030303030303030303030303030307070707070707070707070707070707070707070707010101010101010101010101010101010106060606060606060606060606060606060606060606050505050505050505050505050505        ",2026-05-08 16:11:32.000,"        030303030303030303030303030303030303030303030301010101010101010101010101010101010101010101010101010101010101010101010101010101010101050505050505050505050505050505050505050505050505        "
FAB12,TMUW83,P9XP47.00,CP3,3,47,"      03030303030303030302020202020202020202020202020101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010202020202020202020202020202030303030303030303        ","      04040404040404030303030303030302020202020202020202020202010101010101010101010101010101010101010101010101010101010101010101010102020202020202020202020202030303030303030304040404040404        ","      06060606060606060606060606060606060606060606060606060606060505050505050505050505050505050505040404040404040404040404040404040303030303030303030303030303030303030303030303030303030303        ","      03030303030303030307070707070707070707070707070101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010606060606060606060606060606050505050505050505        ","      00000000000000000000000000000000000000000000000000000000000000000000000000000000000000020202020200000000000000000000000000000000000000000000000000000000000000000000000000000000000000        ","      03030303030303030303030303030303030307070707070707070707070707070707010101010101010101010101010101010101010101010106060606060606060606060606060606050505050505050505050505050505050505        ",2026-05-08 16:11:32.000,"      03030303030303030303030303030303030303030303030101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010505050505050505050505050505050505050505050505        "
FAB12,TMUW83,P9XP47.00,CP3,3,46,"      0303030303030303030202020202020202020202020201010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010202020202020202020202020203030303030303030303      ","      0404040404040303030303030303030202020202020202020202010101010101010101010101010101010101010101010101010101010101010101010101010101020202020202020202020203030303030303030304040404040404      ","      0606060606060606060606060606060606060606060606060606060606060605050505050505050505050505050504040404040404040404040404040303030303030303030303030303030303030303030303030303030303030303      ","      0303030303030303030707070707070707070707070701010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010606060606060606060606060605050505050505050505      ","      0000000000000000000000000000000000030303030303030303030303000000000000000000000101010101010101010101010100000000000000000000050505050505050505050505000000000000000000000000000000000000      ","      0303030303030303030303030303030303030303070707070707070707070707070101010101010101010101010101010101010101010101010106060606060606060606060606050505050505050505050505050505050505050505      ",2026-05-08 16:11:32.000,"      0303030303030303030303030303030303030303030301010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010505050505050505050505050505050505050505050505      "
FAB12,TMUW83,P9XP47.00,CP3,3,45,"    030303030303030303020202020202020202020202020101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010102020202020202020202020202030303030303030303      ","    040404040404040303030303030303020202020202020202020201010101010101010101010101010101010101010101010101010101010101010101010101010101010202020202020202020202030303030303030304040404040404      ","    060606060606060606060606060606060606060606060606060606060606060606050505050505050505050505050504040404040404040404040404030303030303030303030303030303030303030303030303030303030303030303      ","    030303030303030303070707070707070707070707070101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010106060606060606060606060606050505050505050505      ","    000000000000000000000000000000030303030303030303030303030303000000000000000001010101010101010101010101010101010000000000000000050505050505050505050505050505000000000000000000000000000000      ","    030303030303030303030303030303030303030303030303070707070707070701010101010101010101010101010101010101010101010101010101010606060606060606050505050505050505050505050505050505050505050505      ",2026-05-08 16:11:32.000,"    030303030303030303030303030303030303030303030101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010105050505050505050505050505050505050505050505      "
FAB12,TMUW83,P9XP47.00,CP3,3,44,"    03030303030303030302020202020202020202020201010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010102020202020202020202020203030303030303030303    ","    04040404040403030303030303030202020202020202020202010101010101010101010101010101010101010101010101010101010101010101010101010101010101010202020202020202020202030303030303030304040404040404    ","    06060606060606060606060606060606060606060606060606060606060606060606050505050505050505050505050404040404040404040404040303030303030303030303030303030303030303030303030303030303030303030303    ","    03030303030303030307070707070707070707070701010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010106060606060606060606060605050505050505050505    ","    00000000000000000000000000030303030303030303030303030303030300000000000001010101010101010101010101010101010101010100000000000005050505050505050505050505050505050000000000000000000000000000    ","    03030303030303030303030303030303030303030303030303030707070707010101010101010101010101010101010101010101010101010101010101010606060606050505050505050505050505050505050505050505050505050505    ",2026-05-08 16:11:32.000,"    03030303030303030303030303030303030303030301010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010105050505050505050505050505050505050505050505    "
FAB12,TMUW83,P9XP47.00,CP3,3,59,"                              0303030303030303030303030202020202020202020202020202020202020202020202020202020202020202020202020202020202020203030303030303030303030303                              ","                              0404040404040404030303030303030303030303030303030303020202020202020202020202020202030303030303030303030303030303030303040404040404040404                              ","                              0505050505050505050505050505050505050505050505050505050505050505050504040404040404040404040404040404040404040404040404040404040404040403                              ","                              0202020202020202020202020707070707070707070707070707070707070707070706060606060606060606060606060606060606060602020202020202020202020205                              ","                              0000000000000000000000000000000000020202020202020202020202020202020202020202020202020202020202020202000000000000000000000000000000000000                              ","                              0707070707070707070707070707070707070707070707070202020202020202020202020202020202020206060606060606060606060606060606060606060606060606                              ",2026-05-08 16:11:32.000,"                              0202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020205                              "
FAB12,TMUW83,P9XP47.00,CP3,3,58,"                          0303030303030303030303030202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202030303030303030303030303                            ","                          0404040404040404030303030303030303030303030303020202020202020202020202020202020202020202020202020303030303030303030303030303030404040404040404                            ","                          0606060505050505050505050505050505050505050505050505050505050505050505050404040404040404040404040404040404040404040404040404040404040404030303                            ","                          0303030202020202020202020707070707070707070707070707070707070707070707070606060606060606060606060606060606060606060606020202020202020202050505                            ","                          0000000000000000000000000000000000000002020202020202020202020202020202020202020202020202020202020202020200000000000000000000000000000000000000                            ","                          0707070707070707070707070707070707070707070707070707020202020202020202020202020202020202020606060606060606060606060606060606060606060606060606                            ",2026-05-08 16:11:32.000,"                          0303030202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202050505                            "
FAB12,TMUW83,P9XP47.00,CP3,3,57,"                        0303030303030303030303020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202030303030303030303030303                        ","                        0404040404040404030303030303030303030303030202020202020202020202020202020202020202020202020202020202020203030303030303030303030303040404040404040404                        ","                        0606060606060505050505050505050505050505050505050505050505050505050505050504040404040404040404040404040404040404040404040404040404040403030303030303                        ","                        0303030303030202020202070707070707070707070707070707070707070707070707070706060606060606060606060606060606060606060606060606020202020205050505050505                        ","                        0000000000000000000000000000000000000000020202020202020202020202020202020202020202020202020202020202020202000000000000000000000000000000000000000000                        ","                        0707070707070707070707070707070707070707070707070707070702020202020202020202020202020202020606060606060606060606060606060606060606060606060606060606                        ",2026-05-08 16:11:32.000,"                        0303030303030202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020205050505050505                        "
FAB12,TMUW83,P9XP47.00,CP3,3,56,"                        030303030303030303030202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202030303030303030303030303                      ","                        040404040404030303030303030303030303030202020202020202020202020202020202020202020202020202020202020202020202030303030303030303030303030404040404040404                      ","                        060606060606060505050505050505050505050505050505050505050505050505050505050404040404040404040404040404040404040404040404040404040404030303030303030303                      ","                        030303030303030202020707070707070707070707070707070707070707070707070707070606060606060606060606060606060606060606060606060606020202050505050505050505                      ","                        000000000000000000000000000000000000000000020202020202020202020202020202020202020202020202020202020202020000000000000000000000000000000000000000000000                      ","                        070707070707070707070707070707070707070707070707070707070202020202020202020202020202020202060606060606060606060606060606060606060606060606060606060606                      ",2026-05-08 16:11:32.000,"                        030303030303030202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202050505050505050505                      "
FAB12,TMUW83,P9XP47.00,CP3,3,55,"                          030303030303030202020202020202020202020202020202020202020202020201010101010101020202020202020202020202020202020202020202020202020303030303030303030303                    ","                          040404040303030303030303030303020202020202020202020202020202020202020202020202020202020202020202020202020202020203030303030303030303030404040404040404                    ","                          060606060606060605050505050505050505050505050505050505050505050505050505040404040404040404040404040404040404040404040404040404030303030303030303030303                    ","                          030303030303030707070707070707070707070707070707070707070707070701010101010101060606060606060606060606060606060606060606060606060505050505050505050505                    ","                          000000000000000000000000000000000000000002020202020202020202020202020202020202020202020202020202020202000000000000000000000000000000000000000000000000                    ","                          070707070707070707070707070707070707070707070707070707020202020202020202020202020202020206060606060606060606060606060606060606060606060606060606060606                    ",2026-05-08 16:11:32.000,"                          030303030303030302020202020202020202020202020202020202020202020201010101010101020202020202020202020202020202020202020202020202050505050505050505050505                    "
FAB12,TMUW83,P9XP47.00,CP3,3,54,"                        0303030303030302020202020202020202020202020202020202020101010101010101010101010101010101010102020202020202020202020202020202020202020303030303030303030303                  ","                        0404040403030303030303030303030202020202020202020202020202020202020202020202020202020202020202020202020202020202020203030303030303030303030404040404040404                  ","                        0606060606060606060605050505050505050505050505050505050505050505050505050504040404040404040404040404040404040404040404040404040303030303030303030303030303                  ","                        0303030303030307070707070707070707070707070707070707070101010101010101010101010101010101010106060606060606060606060606060606060606060505050505050505050505                  ","                        0000000000000000000000000000000000000000000202020202020202020202020202020202020202020202020202020202020200000000000000000000000000000000000000000000000000                  ","                        0707070707070707070707070707070707070707070707070707070707020202020202020202020202020202060606060606060606060606060606060606060606060606060606060606060606                  ",2026-05-08 16:11:32.000,"                        0303030303030303030302020202020202020202020202020202020101010101010101010101010101010101010102020202020202020202020202020202020505050505050505050505050505                  "
FAB12,TMUW83,P9XP47.00,CP3,3,43,"    03030303030303030202020202020202020202020201010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010102020202020202020202020202030303030303030303    ","    04040404040403030303030303030202020202020202020202010101010101010101010101010101010101010101010101010101010101010101010101010101010101010202020202020202020202030303030303030304040404040404    ","    06060606060606060606060606060606060606060606060606060606060606060606060605050505050505050505050404040404040404040403030303030303030303030303030303030303030303030303030303030303030303030303    ","    03030303030303030707070707070707070707070701010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010106060606060606060606060606050505050505050505    ","    00000000000000000000000003030303030303030303030303030303030300000000010101010101010101010101010101010101010101010101010000000005050505050505050505050505050505050500000000000000000000000000    ","    03030303030303030303030303030303030303030303030303030303070701010101010101010101010101010101010101010101010101010101010101010106060505050505050505050505050505050505050505050505050505050505    ",2026-05-08 16:11:32.000,"    03030303030303030303030303030303030303030301010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010105050505050505050505050505050505050505050505    "
FAB12,TMUW83,P9XP47.00,CP3,3,42,"  0303030303030303030202020202020202020202020101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101020202020202020202020202030303030303030303    ","  0404040404040403030303030303020202020202020202020201010101010101010101010101010101010101010101010101010101010101010101010101010101010101010102020202020202020202020303030303030304040404040404    ","  0606060606060606060606060606060606060606060606060606060606060606060606060606050505050505050505050404040404040404040303030303030303030303030303030303030303030303030303030303030303030303030303    ","  0303030303030303030707070707070707070707070101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101060606060606060606060606050505050505050505    ","  0000000000000000000000000303030303030303030303030303030303030300000001010101010101010101010101010101010101010101010101010100000005050505050505050505050505050505050505000000000000000000000000    ","  0303030303030303030303030303030303030303030303030303030303030101010101010101010101010101010101010101010101010101010101010101010101050505050505050505050505050505050505050505050505050505050505    ",2026-05-08 16:11:32.000,"  0303030303030303030303030303030303030303030101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101050505050505050505050505050505050505050505    "
FAB12,TMUW83,P9XP47.00,CP3,3,39,"03030303030303030302020202020202020202020201010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101020202020202020202020202030303030303030303  ","04040404040404030303030303030302020202020202020202010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010102020202020202020202030303030303030304040404040404  ","06060606060606060606060606060606060606060606060606060606060606060606060606060606060606060505050505040404040303030303030303030303030303030303030303030303030303030303030303030303030303030303030303  ","03030303030303030307070707070707070707070701010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101060606060606060606060606050505050505050505  ","00000000000000000000030303030303030303030303030303030303030303030001010101010101010101010101010101010101010101010101010101010101000505050505050505050505050505050505050505050500000000000000000000  ","03030303030303030303030303030303030303030303030303030303030101010101010101010101010101010101010101010101010101010101010101010101010101010505050505050505050505050505050505050505050505050505050505  ",2026-05-08 16:11:32.000,"03030303030303030303030303030303030303030301010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101050505050505050505050505050505050505050505  "
FAB12,TMUW83,P9XP47.00,CP3,3,38,"03030303030303030302020202020202020202020201010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101020202020202020202020202030303030303030303  ","04040404040404030303030303030202020202020202020202010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010102020202020202020202020303030303030304040404040404  ","06060606060606060606060606060606060606060606060606060606060606060606060606060606060606060605050505040404030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303  ","03030303030303030307070707070707070707070701010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101060606060606060606060606050505050505050505  ","00000000000000000000030303030303030303030303030303030303030303030001010101010101010101010101010101010101010101010101010101010101000505050505050505050505050505050505050505050500000000000000000000  ","03030303030303030303030303030303030303030303030303030303030101010101010101010101010101010101010101010101010101010101010101010101010101010505050505050505050505050505050505050505050505050505050505  ",2026-05-08 16:11:32.000,"03030303030303030303030303030303030303030301010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101050505050505050505050505050505050505050505  "
FAB12,TMUW83,P9XP47.00,CP3,3,33,"0303030303030303030202020202020202020202020101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010102020202020202020202020203030303030303030303","0404040404040403030303030303020202020202020202020201010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010202020202020202020202030303030303030404040404040404","0707070707070707070707070707070707070707070707070707070707070707070707070707070707070707070808080101010102020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202","0303030303030303030808080808080808080808080101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010109090909090909090909090905050505050505050505","0000000000000000000003030303030303030303030303030303030303030303000101010101010101010101010101010101010101010101010101010101010100050505050505050505050505050505050505050505050000000000000000000000","0303030303030303030303030303030303030303030303030303030303010101010101010101010101010101010101010101010101010101010101010101010101010101050505050505050505050505050505050505050505050505050505050505",2026-05-08 16:11:32.000,"0303030303030303030303030303030303030303030101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010105050505050505050505050505050505050505050505"
